frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[1138.1422119140625 243.2578125 1199.5816650390625 328.0864562988281],[451.5474548339844 325.79193115234375 712.6287231445312 402.6388854980469],0.7684823870658875,SN66 XMZ,0.6355776815778149
